SOURCEURL,Date,Event name,Type,cluster,actor1_countries,actor2_countries,event_locations,combined_text_entities,combined_text_entity_types,keywords,first_event_date,title,description,event_count,avg_goldstein_score,site_name,language,actor1_names,actor2_names,event_descriptions,author
https://www.ghanaweb.com/GhanaHomePage/business/Ghana-better-without-a-floating-nuclear-power-plant-Dr-Yamoah-2003520,10/3/2025,Ghana better without a floating nuclear power plant - Dr YamoahExecutive Director of Nuclear Power Ghana dismisses proposals to introduce Russia's FNPP technology,ECON,,GHA,RUS,GH,,,,2025-10-03,Ghana better without a floating nuclear power plant - Dr Yamoah,Executive Director of Nuclear Power Ghana dismisses proposals to introduce Russia's FNPP technology,1.0,3.0,GhanaWeb,en,GHANA,RUSSIA,['USE UNCONVENTIONAL MASS VIOLENCE'],
https://nairobiwire.com/2025/10/kenyan-rescued-russian-army-human-trafficking.html,10/2/2025,Fourth Kenyan Rescued From Russian Army as Human Trafficking Probe WidensKenya has rescued a fourth citizen irregularly conscripted into the Russian army,SEC,,KEN | RUS,RUS,KE,,,,2025-10-02,Fourth Kenyan Rescued From Russian Army as Human Trafficking Probe Widens,Kenya has rescued a fourth citizen irregularly conscripted into the Russian army,5.0,4.02,Nairobi Wire,en-US,POLICE | GOVERNMENT | KENYAN | RUSSIA,RUSSIA | RUSSIAN | MOSCOW | POLICE,[],Richard Kamau
https://allafrica.com/stories/202510020239.html,10/2/2025,"Uganda, Russia Move to Further Deepen Ties At 3rd Intergovernmental CommissionThird Intergovernmental Commission on October 7-8, 2025",DIP,,RUS | UGA,UGA | RUS,UG,,,"Africa, news, politics, economy, trade, business, sports, current events, travel, Uganda, East Africa, External Relations, Europe and Africa",2025-10-02,"Uganda, Russia Move to Further Deepen Ties At 3rd Intergovernmental Commission","Third Intergovernmental Commission on October 7-8, 2025",7.0,3.685714286,allAfrica.com,en,RUSSIA | RUSSIAN FEDERATION | UGANDA,UGANDA | RUSSIAN FEDERATION,"['USE UNCONVENTIONAL MASS VIOLENCE', 'THREATEN']",
http://www.bignewsnetwork.com/news/278613976/im-a-converted-guy-already-lawmakers-from-africa-find-warmth-in-siberia,10/2/2025,I'm a converted guy already': Lawmakers from Africa find warmth in SiberiaGhanaian MPs visit Russia,DIP,,GHA,RUS,GH,,,Ghanaian MPs share their impressions about Russia and the relations between the two countries Read Full Article at RT.com,2025-10-02,I'm a converted guy already': Lawmakers from Africa find warmth in Siberia,Ghanaian MPs visit Russia,6.0,1.583333333,Big News Network.com,en,GHANA | GOVERNMENT,RUSSIA | MOSCOW,['DEMAND'],
https://chimpreports.com/uganda-russia-eye-aviation-cooperation-ahead-of-intergovernmental-commission-meeting/,10/1/2025,Uganda-Russia eye aviation cooperationAviation sector discussions,ECON,,UGA,RUS,UG,,,,2025-10-01,Uganda-Russia eye aviation cooperation,Aviation sector discussions,1.0,3.0,,,UGANDA,RUSSIA,['USE UNCONVENTIONAL MASS VIOLENCE'],
https://www.marketscreener.com/news/france-s-orano-says-1-500-tons-uranium-stockpiled-at-seized-niger-site-ce7d5bd8dc80ff2d,9/30/2025,"France's Orano says 1,500 tons uranium stockpiled at seized Niger siteFrench nuclear group Orano has 1,500 metric tons of uranium at expropriated SOMAIR mine in Niger",ECON,,RUS,NER,NG,,,Markets,2025-09-30,"France's Orano says 1,500 tons uranium stockpiled at seized Niger site","French nuclear group Orano has 1,500 metric tons of uranium at expropriated SOMAIR mine in Niger",4.0,-4.6,MarketScreener,en-US,RUSSIAN | RUSSIA,NIGER,"['Accuse, not specified below', 'Mobilize or increase armed forces']",Reuters
https://www.ecofinagency.com/news-industry/3009-49106-ethiopia-signs-nuclear-deal-with-rosatom-to-reduce-hydro-reliance,9/30/2025,Ethiopia signs nuclear deal with RosatomEthiopia signs nuclear deal with Russia's Rosatom,ECON,,RUS,,ET,,,,2025-09-30,Ethiopia signs nuclear deal with Rosatom,Ethiopia signs nuclear deal with Russia's Rosatom,2.0,8.0,,,RUSSIA,,[],
https://www.tanzanianewsreports.com/prime-minister-abiy-engages-in-comprehensive-talks-with-president-putin-on-nuclear-and-defense-cooperation/,9/30/2025,PM Abiy comprehensive talks with Putin on nuclear and defenseEthiopia-Russia nuclear and defense cooperation,SEC,,RUS,RUS,ET,,,,2025-09-30,PM Abiy comprehensive talks with Putin on nuclear and defense,Ethiopia-Russia nuclear and defense cooperation,1.0,7.0,,,MOSCOW,VLADIMIR PUTIN,[],
https://www.kenyans.co.ke/news/116675-court-bars-dci-accessing-records-ex-kdf-officers-recruited-fight-russia,9/30/2025,Court bars DCI accessing records of ex-KDF officers recruited to fight in RussiaCourt blocks investigation,SEC,,RUS,RUS,KE,,,,2025-09-30,Court bars DCI accessing records of ex-KDF officers recruited to fight in Russia,Court blocks investigation,9.0,-0.6444444444,,,POLICE | DETECTIVE | HOSPITAL | RUSSIA | RUSSIAN,RUSSIA | RUSSIAN | POLICE | DETECTIVE,"['Use conventional military force, not specified below']",
https://bulawayo24.com/index-id-news-sc-national-byo-257952.html,9/30/2025,Zimbabwe to sue LithuaniaZimbabwe suing Lithuania over fire tenders,DIP,,RUS | ZWE,ZWE | RUS,ZI,,,"Bulawayo24,BYO24, Bulawayo24 News, Todays news,breaking news,latest news,news latest breaking stories, online news, world news,Bulawayo news,Zimbabwe news,Africa news, local news, celebrity news, todays sport news, todays travel news,,Lithuania,Court,Belarus",2025-09-30,Zimbabwe to sue Lithuania,Zimbabwe suing Lithuania over fire tenders,4.0,2.5,Bulawayo24 News,,RUSSIA | RUSSIAN | ZIMBABWE,ZIMBABWE | RUSSIA,"['Disapprove, not specified below']",eDuzeNet
http://www.bignewsnetwork.com/news/278607340/egypt-to-complete-first-nuclear-plant-by-2029-minister,9/29/2025,Egypt to complete first nuclear plant by 2029 ministerEgypt is aiming to finish construction of all four units at the El Dabaa Nuclear Power Plant by 2029,ECON,,EGY | ETH | RUS,RUS | ETH,EG | GH | ET,,,"electricity, moscow, mahmoud, russian, additional, rosatom, building, first, reactors",2025-09-29,Egypt to complete first nuclear plant by 2029 minister,Egypt is aiming to finish construction of all four units at the El Dabaa Nuclear Power Plant by 2029,5.0,6.2,Big News Network.com,en,EGYPT | ETHIOPIAN | VLADIMIR PUTIN,MOSCOW | VLADIMIR PUTIN | ETHIOPIAN,['USE UNCONVENTIONAL MASS VIOLENCE'],
https://www.ghanaweb.com/GhanaHomePage/business/Russia-Ghana-to-explore-floating-nuclear-power-deal-2002852,9/29/2025,"Russia, Ghana to explore floating nuclear power dealGhana could soon become the first African country to benefit from Russia's Floating Nuclear Power Unit (FPU) technology, following ongoing talks between the Russian State Atomic Energy Corporation (Rosatom) and Ghanaian authorities",ECON,,RUS,GHA,GH,,,,2025-09-29,"Russia, Ghana to explore floating nuclear power deal","Ghana could soon become the first African country to benefit from Russia's Floating Nuclear Power Unit (FPU) technology, following ongoing talks between the Russian State Atomic Energy Corporation (Rosatom) and Ghanaian authorities",2.0,3.5,GhanaWeb,en,RUSSIA,GHANA,[],
"http://www.businessghana.com/site/news/politics/335382/-Russia,-Ethiopia-sign-document-calling-for-construction-of-nuclear-plant",9/29/2025,"Russia, Ethiopia sign document calling for construction of nuclear plantRussia and Ethiopia signed document for nuclear plant construction",ECON,,ETH | RUS,RUS | ETH,ET | NG,,,,2025-09-29,"Russia, Ethiopia sign document calling for construction of nuclear plant",Russia and Ethiopia signed document for nuclear plant construction,5.0,6.0,,,ETHIOPIA | RUSSIA,RUSSIA | ETHIOPIA,['USE UNCONVENTIONAL MASS VIOLENCE'],
https://www.globalsecurity.org/wmd/library/news/russia/2025/09/russia-250925-kremlin02.htm,9/29/2025,Meeting with Prime Minister of Ethiopia Abiy AhmedPutin meets Ethiopian PM,DIP,,RUS,RUS,ET,,,"WMD,library,news,russia,2025,September",2025-09-29,Meeting with Prime Minister of Ethiopia Abiy Ahmed,Putin meets Ethiopian PM,4.0,1.675,,,PRIME MINISTER | KAZAN | VLADIMIR PUTIN,KAZAN | VLADIMIR PUTIN | PRIME MINISTER,[],John Pike
https://www.esi-africa.com/news/ethiopia-nuclear-power-plant-ambition-gets-russian-impetus/,9/29/2025,Ethiopia nuclear power plant ambition gets Russian impetusEthiopia's nuclear ambitions with Russia,ECON,,ETH | RUS,RUS | ETH,ET,,,,2025-09-29,Ethiopia nuclear power plant ambition gets Russian impetus,Ethiopia's nuclear ambitions with Russia,4.0,7.0,,,ETHIOPIAN | ETHIOPIA | RUSSIAN | RUSSIA,RUSSIAN | RUSSIA | ETHIOPIAN | ETHIOPIA,[],
https://www.garoweonline.com/en/world/africa/kenya-rescues-20-people-set-for-trafficking-to-russia,9/29/2025,Kenya rescues 20 people set for trafficking to RussiaKenya rescues 20 people set for trafficking to Russia,SEC,,KEN,RUS,KE,,,,2025-09-29,Kenya rescues 20 people set for trafficking to Russia,Kenya rescues 20 people set for trafficking to Russia,5.0,0.44,Garowe Online,en,KENYA | KENYAN,RUSSIA | RUSSIAN,['Fight with small arms and light weapons'],
https://nairobiwire.com/2025/09/russian-citizen-arrest-nairobi-human-trafficking.html,9/29/2025,Russian Embassy Denies Arrest of Citizen in Nairobi Human Trafficking CaseRussian Embassy denies arrest in human trafficking probe,SEC,,RUS,,KE,,,,2025-09-29,Russian Embassy Denies Arrest of Citizen in Nairobi Human Trafficking Case,Russian Embassy denies arrest in human trafficking probe,2.0,0.5,Nairobi Wire,en-US,RUSSIAN,POLICE,"['Arrest, detain, or charge with legal action']",Richard Kamau
https://www.the-star.co.ke/news/2025-09-28-puzzle-of-kenyans-in-russia-ukraine-war-deepens-as-embassy-issues-denial-pg11-lead-1,9/29/2025,Puzzle of Kenyans in Russia-Ukraine war deepensKenya-Russia human trafficking investigation,SEC,,KEN,RUS,KE,,,,2025-09-29,Puzzle of Kenyans in Russia-Ukraine war deepens,Kenya-Russia human trafficking investigation,2.0,0.0,,,KENYA,RUSSIA,['DEMAND'],
https://charter97.org/en/news/2025/9/29/657490/,9/29/2025,Russia's African Corps Failed In Its Mission After Prigozhin's DeathJuntas began looking to Americans and French for help,SEC,,RUS,RUS,ML,,,,2025-09-29,Russia's African Corps Failed In Its Mission After Prigozhin's Death,Juntas began looking to Americans and French for help,2.0,1.5,,en,DEFENSE CONTRACTOR | RUSSIA,RUSSIA,"['DEMAND', 'USE UNCONVENTIONAL MASS VIOLENCE']",
https://www.hindustantimes.com/world-news/russias-ambitious-plans-in-africa-are-unraveling-101759122645730.html,9/29/2025,Russia's Ambitious Plans in Africa Are UnravelingRussia struggling to maintain footprint on the continent,DIP,,RUS,FRA,ML,,,"Russia,Wagner Group,Africa Corps,Mali,Sahel",2025-09-29,Russia's Ambitious Plans in Africa Are Unraveling,Russia struggling to maintain footprint on the continent,2.0,3.4,Hindustan Times,en,RUSSIA,FRANCE,[],
https://www.globalsecurity.org/wmd/library/news/egypt/egypt-250925-russia-mfa01.htm,9/29/2025,Lavrov meeting with Egypt Minister of Foreign Affairs Badr AbdelattyEgypt-Russia FM meeting,DIP,,,RUS,EG,,,"WMD,Library,News,Egypt",2025-09-29,Lavrov meeting with Egypt Minister of Foreign Affairs Badr Abdelatty,Egypt-Russia FM meeting,1.0,7.0,,,MINIST OF FOREIGN AFFAIRS,SERGEY LAVROV,[],John Pike
https://greekreporter.com/2025/09/28/russia-ethiopia-nuclear-power-plant/,9/28/2025,"Russia, Ethiopia Sign Accord to Develop Nuclear Power PlantRussia and Ethiopia signed a deal to plan a nuclear power plant, expanding Moscow's nuclear footprint in Africa",ECON,,ETH | RUS,RUS | ETH,ET | NG | EG,,,,2025-09-28,"Russia, Ethiopia Sign Accord to Develop Nuclear Power Plant","Russia and Ethiopia signed a deal to plan a nuclear power plant, expanding Moscow's nuclear footprint in Africa",7.0,8.0,GreekReporter.com,en-US,ETHIOPIA | RUSSIA,RUSSIA | ETHIOPIA,[],Nisha Zahid
https://www.ecofinagency.com/news/2809-49061-niger-plans-two-1-000-mw-nuclear-reactors-with-russia-as-partner,9/28/2025,"Niger plans two 1,000 MW nuclear reactors with Russia as partnerNiger-Russia nuclear reactor plans",ECON,,,,,,,,,"Niger plans two 1,000 MW nuclear reactors with Russia as partner",Niger-Russia nuclear reactor plans,,,,,,,,
https://www.standardmedia.co.ke/national/article/2001530537/russian-embassy-denies-deportation-of-citizen-linked-to-kenya-probe,9/28/2025,Russian embassy denies deportation of citizen linked to Kenya probeEmbassy denies deportation of businessman,SEC,,KEN | RUS,RUS | KEN,KE,,,"Russian EmbassyRussia-Ukraine War, Mikhail Lyapin",2025-09-28,Russian embassy denies deportation of citizen linked to Kenya probe,Embassy denies deportation of businessman,8.0,0.3875,The Standard,en,KENYAN | RUSSIAN | RUSSIA,RUSSIA | NATIONALS | CITIZEN | KENYAN | KENYA,"['REDUCE RELATIONS', 'Reject, not specified below', 'Arrest, detain, or charge with legal action']",Mate Tongola
https://www.capitalfm.co.ke/news/2025/09/russia-denies-arrest-of-citizen-linked-to-kenyan-recruits-for-ukraine-frontline/,9/28/2025,Russia denies arrest of citizen linked to Kenyan recruitsRussia denies arrest related to Kenya recruitment,SEC,,KEN | RUS,RUS | KEN,KE,,,,2025-09-28,Russia denies arrest of citizen linked to Kenyan recruits,Russia denies arrest related to Kenya recruitment,8.0,0.7125,,,POLICE | NAIROBI | RUSSIAN | RUSSIA | MOSCOW,RUSSIA | RUSSIAN | POLICE | KENYA,"['REDUCE RELATIONS', 'Arrest, detain, or charge with legal action', 'Accuse, not specified below']",
https://www.the-star.co.ke/news/2025-09-28-russia-denies-deportation-of-citizen-from-kenya,9/28/2025,Russian officials deny arrest and deportation of citizen from KenyaRussian Embassy dismisses reports as misleading,SEC,,KEN | RUS | UKR,RUS | UKR,KE,,,"Russian Embassy,Nairobi,Mikhail Lyapin,a Russian national,Directorate of Criminal Investigations (DCI),ukraine,syndicate,star news Kenya,the star",2025-09-28,Russian officials deny arrest and deportation of citizen from Kenya,Russian Embassy dismisses reports as misleading,5.0,-4.6,The Star,en,DIPLOMAT | KENYA | RUSSIA | UKRAINE,RUSSIA | RUSSIAN | UKRAINE,"['Expel or deport individuals', 'Use conventional military force, not specified below']",
